Player,Team,Position,Age,File
J. Nava,Ranger's,"AMF, LW, CF",36.0,Andorra.xlsx
David Crespo,Santa Coloma,RB,30.0,Andorra.xlsx
Yeray Carpio,Atlètic Club d'Escaldes,"DMF, RDMF, LDMF",23.0,Andorra.xlsx
A. Dylan Traore,Carroi,"CF, LCMF",21.0,Andorra.xlsx
A. Baaloul,Carroi,"RB, RWB",27.0,Andorra.xlsx
Richard,Penya Encarnada,"LB, RB",31.0,Andorra.xlsx
Alan Henrique,Penya Encarnada,"RCB, CB",34.0,Andorra.xlsx
Varo Álvarez,Atlètic Club d'Escaldes,LCB,25.0,Andorra.xlsx
M. Grimm,Carroi,"DMF, RCMF, LCMF",22.0,Andorra.xlsx
Sergio Castañeda,UE Santa Coloma,"LB, LWB",26.0,Andorra.xlsx
J. Erraji,Inter Club d'Escaldes,RCB,28.0,Andorra.xlsx
S. Boulayoune,Ordino,RCMF,20.0,Andorra.xlsx
B. Ramirez,CF Esperanca D'Andorra ,"CF, LAMF, RAMF",,Andorra.xlsx
Diego Llorente,Penya Encarnada,"CF, RW, LW",24.0,Andorra.xlsx
R. Ahumada,Penya Encarnada,"LCB, CB",28.0,Andorra.xlsx
David Segura,Ranger's,"LW, LAMF",29.0,Andorra.xlsx
Duarte Ramos,CF Esperanca D'Andorra ,"CF, AMF",21.0,Andorra.xlsx
T. Ramos Cardoso,CF Esperanca D'Andorra ,LCB,24.0,Andorra.xlsx
I. El Kabbou,Ordino,"LW, LCMF",26.0,Andorra.xlsx
Víctor Alonso,Inter Club d'Escaldes,"DMF, RDMF, LDMF",31.0,Andorra.xlsx
P. Brito,Atlètic Club d'Escaldes,"LW, RAMF, RW",27.0,Andorra.xlsx
Pablo Margallo,UE Santa Coloma,"LCMF, DMF",27.0,Andorra.xlsx
A. Maqueda Boa,Penya Encarnada,GK,25.0,Andorra.xlsx
D. Hady,Penya Encarnada,"LCMF, LW, RW",,Andorra.xlsx
Aleix Cisteró,Ranger's,LB,31.0,Andorra.xlsx
M. Pochettino,Inter Club d'Escaldes,"LB, RW",25.0,Andorra.xlsx
Hugo Ferreira,Santa Coloma,"LDMF, AMF",21.0,Andorra.xlsx
P. Servat Vidal,Ordino,"RW, RAMF, LB",23.0,Andorra.xlsx
B. Arellano Monedero,Inter Club d'Escaldes,CF,25.0,Andorra.xlsx
Emanoel,Atlètic Club d'Escaldes,"DMF, RDMF, LCMF",25.0,Andorra.xlsx
A. León,Ranger's,CF,26.0,Andorra.xlsx
Aritz Cuadrado,UE Santa Coloma,"LCB, CB",21.0,Andorra.xlsx
Modric Pablo Molina,Inter Club d'Escaldes,"LCMF, RCMF",23.0,Andorra.xlsx
K. Nzagne Otto,Carroi,CF,23.0,Andorra.xlsx
V. Pérez,Carroi,"RCMF, LW, LCMF",35.0,Andorra.xlsx
Sascha,Santa Coloma,CF,39.0,Andorra.xlsx
I. Pinilla,Penya Encarnada,CF,30.0,Andorra.xlsx
Domi Berlanga,Atlètic Club d'Escaldes,"RW, RAMF, RWF",31.0,Andorra.xlsx
Alejandro Gómez,Inter Club d'Escaldes,"LW, LB, LWF",22.0,Andorra.xlsx
F. Rabago,Ranger's,"LB, LCB",25.0,Andorra.xlsx
A. Joaquim Ruiz,Santa Coloma,GK,34.0,Andorra.xlsx
Tato,UE Santa Coloma,"CF, LCMF, LW",26.0,Andorra.xlsx
A. Montalbo Sas,CF Esperanca D'Andorra ,"RCB, LCB",,Andorra.xlsx
Yenerey Betancor,Santa Coloma,"RAMF, RW",24.0,Andorra.xlsx
D. Hernández,Penya Encarnada,"CF, LW, LB",26.0,Andorra.xlsx
D. Mansilla,Penya Encarnada,"LB, LCMF",31.0,Andorra.xlsx
Miguel Castillo,CF Esperanca D'Andorra ,RCB,26.0,Andorra.xlsx
J. Padilla,Ranger's,"LCB, RCB, RB",32.0,Andorra.xlsx
R. Jourson,Penya Encarnada,"CF, LW, LAMF",21.0,Andorra.xlsx
G. Mazzarino,Carroi,"RCB, CB",30.0,Andorra.xlsx
Ángel Jaimes,Penya Encarnada,"DMF, RB, RCMF",22.0,Andorra.xlsx
Cláudio David,CF Esperanca D'Andorra ,RB,23.0,Andorra.xlsx
M. Nelson,Carroi,"RCMF, LW, LCMF",22.0,Andorra.xlsx
David López,Inter Club d'Escaldes,"LCMF, LDMF",29.0,Andorra.xlsx
Borja Morales,Ranger's,CF,25.0,Andorra.xlsx
Martín Ross,Santa Coloma,LCB,31.0,Andorra.xlsx
David Martín,UE Santa Coloma,"RCMF, AMF, CF",33.0,Andorra.xlsx
Eric Balastegui,CF Esperanca D'Andorra ,"CF, LAMF, LW",22.0,Andorra.xlsx
R. Gudiño,Ranger's,GK,30.0,Andorra.xlsx
J. Mutis,Ordino,RB,24.0,Andorra.xlsx
Chris Soumahoro,Carroi,"LCB, CB",26.0,Andorra.xlsx
Gonçalo Lixa,UE Santa Coloma,"RWB, RB",27.0,Andorra.xlsx
M. Alvarez,Santa Coloma,LB,23.0,Andorra.xlsx
J. Ghaud,Carroi,"LB, LWB",21.0,Andorra.xlsx
David Valero,Atlètic Club d'Escaldes,"RCMF, RW, RAMF",28.0,Andorra.xlsx
Juan Cámara,Inter Club d'Escaldes,"RW, RAMF",32.0,Andorra.xlsx
Sergio Rodríguez,Santa Coloma,"LCB, LB",36.0,Andorra.xlsx
Marc Rebés,Ranger's,"RCB, LCB",31.0,Andorra.xlsx
I. Escobar,Ordino,"RCB, LCB",22.0,Andorra.xlsx
K. Dagnet,Carroi,"LCB, CB, RCB",30.0,Andorra.xlsx
Andersson,Carroi,"LCB, LB",23.0,Andorra.xlsx
T. Vallotti,Penya Encarnada,LCB,19.0,Andorra.xlsx
Kaxe,Inter Club d'Escaldes,CF,32.0,Andorra.xlsx
Mikel Carro,Santa Coloma,"RCMF, RDMF, LCMF",27.0,Andorra.xlsx
M. Calderón,Inter Club d'Escaldes,"DMF, LCMF",27.0,Andorra.xlsx
L. Pina do Amaral,CF Esperanca D'Andorra ,"RW, RAMF, LAMF",21.0,Andorra.xlsx
Tiago Sousa,CF Esperanca D'Andorra ,"LDMF, LCMF, RDMF",21.0,Andorra.xlsx
J. Oulai,Carroi,"DMF, LCMF",26.0,Andorra.xlsx
A. Baldrich Martin,UE Santa Coloma,"RCMF, AMF",22.0,Andorra.xlsx
K. Nath,Carroi,CF,25.0,Andorra.xlsx
Hamza Ryahi,Atlètic Club d'Escaldes,"LCMF, LDMF, RCMF",32.0,Andorra.xlsx
L. Bocco,Jaiba Brava,LCB,25.0,Andorra.xlsx
L. Escande,Carroi,"RCB, RB",22.0,Andorra.xlsx
Marc Castells,Ordino,"RCB, DMF, RDMF",36.0,Andorra.xlsx
David Argüelles,Lealtad,"LB, LW, LAMF",24.0,Andorra.xlsx
E. Waldrep,Carroi,"RCMF, RW, LCMF",28.0,Andorra.xlsx
Daniel Sanches,Ordino,"LCB, LB, RCB",27.0,Andorra.xlsx
Rober,CF Esperanca D'Andorra ,"RAMF, RW, LW",33.0,Andorra.xlsx
Gemelson Vieira,Atlètic Club d'Escaldes,"AMF, RCMF, LB",33.0,Andorra.xlsx
Marcos Blasco,Unión Adarve,"LCB, LB, RB",24.0,Andorra.xlsx
Nabil López,Carroi,"LB, LWB, RW",23.0,Andorra.xlsx
Jordi Aláez,Atlètic Club d'Escaldes,"CF, LAMF, LW",28.0,Andorra.xlsx
Iván Combes,CE Casa de Portugal,RB,22.0,Andorra.xlsx
D. Guajardo,Dorados,"AMF, RCMF",24.0,Andorra.xlsx
Raly,UE Santa Coloma,"CF, RWB, AMF",29.0,Andorra.xlsx
A. Hasni,Ordino,CF,24.0,Andorra.xlsx
B. Ghussein,Ordino,CF,23.0,Andorra.xlsx
A. Teixidor,Ordino,"LW, LAMF",,Andorra.xlsx
Andy Villar,Santa Coloma,"LW, LAMF, RW",24.0,Andorra.xlsx
Guille Torres,Inter Club d'Escaldes,"LCB, LB",26.0,Andorra.xlsx
J. Torres,Inter Club d'Escaldes,LB,31.0,Andorra.xlsx
Rubén Garcés,Penya Encarnada,"RCB, CB",32.0,Andorra.xlsx
Cheki,Santa Coloma,"LDMF, LCMF, RCMF",30.0,Andorra.xlsx
J. Mencía,Ordino,RCB,24.0,Andorra.xlsx
Iñigo Barrenetxea,Santa Coloma,"RCMF, AMF, LDMF",32.0,Andorra.xlsx
Pablo Gállego,Ethnikos Latsion,"RB, RW",32.0,Andorra.xlsx
D. Hernandez,Penya Encarnada,"LB, RW",26.0,Andorra.xlsx
Rodrigo Bastos,Ordino,"LCMF, DMF, RCMF",26.0,Andorra.xlsx
Q. Laffont,Carroi,"RB, LB",30.0,Andorra.xlsx
David Rodríguez,Santa Coloma,"LB, LAMF",26.0,Andorra.xlsx
Jaume Galiana,Ordino,"RW, RCMF, RAMF",22.0,Andorra.xlsx
B. Peixoto Goncalo,,"RWB, RB",27.0,Andorra.xlsx
R. López Gómez,Ranger's,"RB, RCB, RDMF",,Andorra.xlsx
Raul Lopez,Inter Toronto,"RB, RCB, RDMF",33.0,Andorra.xlsx
H. Neves,Móstoles,"CF, LW",23.0,Andorra.xlsx
C. Engelhart,Hume City,"RW, CF, RAMF",26.0,Andorra.xlsx
R. Inwen,Ordino,"LCB, DMF",28.0,Andorra.xlsx
P. Jáquez,Atlètic Club d'Escaldes,"RCB, LCB",30.0,Andorra.xlsx
A. Amoros Navarro,UE Santa Coloma,"LWB, LB",23.0,Andorra.xlsx
J. Barragán,Inter Club d'Escaldes,"LW, RW, LAMF",23.0,Andorra.xlsx
Topo,Atlètic Club d'Escaldes,"RCMF, LDMF, LAMF",23.0,Andorra.xlsx
Xavi Puerto,,"AMF, RCMF, RAMF",34.0,Andorra.xlsx
Andres Rodriguez,Carroi,"RB, RCB",,Andorra.xlsx
Marcos Olmo,UE Santa Coloma,GK,24.0,Andorra.xlsx
Chus Rubio,Santa Coloma,RB,31.0,Andorra.xlsx
Hugo Neves,Ordino,"LW, CF, LAMF",23.0,Andorra.xlsx
Cucu,UE Santa Coloma,CF,27.0,Andorra.xlsx
Hugo Esteban,Santa Coloma,"LW, LAMF",27.0,Andorra.xlsx
M. Mourelo,,"LAMF, LW, LCMF",29.0,Andorra.xlsx
Mauro Rabelo,Santa Coloma,GK,23.0,Andorra.xlsx
B. Diarra,Carroi,"CF, LAMF",20.0,Andorra.xlsx
D. Nájera,CF Esperanca D'Andorra ,"CF, RCMF, AMF",31.0,Andorra.xlsx
Brian,Penya Encarnada,"RW, RAMF",22.0,Andorra.xlsx
Pedra Muñoz,Inter Club d'Escaldes,"RW, RAMF, LW",28.0,Andorra.xlsx
J. Assoubre,Atlètic Club d'Escaldes,"LAMF, LW, AMF",33.0,Andorra.xlsx
M. Scopazzo,Carroi,GK,20.0,Andorra.xlsx
K. Poumot,UE Santa Coloma,"CF, LCMF",23.0,Andorra.xlsx
J. de Lucio,Ranger's,"RB, LB, LAMF",28.0,Andorra.xlsx
R. Ouedraogo,,"RCB, RDMF",29.0,Andorra.xlsx
Albert Estellés,Inter Club d'Escaldes,"RCB, RB",33.0,Andorra.xlsx
M. Prina Badano,Ordino,"LB, LCB",,Andorra.xlsx
M. Logan Grimm,Carroi,"RCMF, LCMF, DMF",22.0,Andorra.xlsx
Ekaitz Jiménez,UE Santa Coloma,"LWB, LCMF, LB",30.0,Andorra.xlsx
M. Garzón,Ordino,"LB, RB, RW",22.0,Andorra.xlsx
M. Calero,Ordino,LB,21.0,Andorra.xlsx
Gonçalo Semedo,CF Esperanca D'Andorra ,CF,21.0,Andorra.xlsx
David Juncà,Santa Coloma,"LCB, LB",32.0,Andorra.xlsx
J. Garcia Rael,Ordino,"RW, LCMF",18.0,Andorra.xlsx
A. Awana,Santa Coloma,RCB,30.0,Andorra.xlsx
Brian Pubill,CE Casa de Portugal,"RB, RW",25.0,Andorra.xlsx
J. Martínez,Ordino,CF,31.0,Andorra.xlsx
Alex Martínez,UE Santa Coloma,"CF, RCMF, LW",27.0,Andorra.xlsx
Luwily Massomba,CF Esperanca D'Andorra ,CF,21.0,Andorra.xlsx
Julen Fernández,Ordino,GK,27.0,Andorra.xlsx
Javi Lopez,Carroi,"LCB, CB",36.0,Andorra.xlsx
R. César,Penya Encarnada,"DMF, LCMF, RCMF",,Andorra.xlsx
Mario Linares,Ciudad de Lucena,"LW, LAMF, RWF",22.0,Andorra.xlsx
Gaby Leighton,Ranger's,"RB, RAMF, RW",25.0,Andorra.xlsx
Álex Sánchez,Inter Club d'Escaldes,"RCB, LCB",34.0,Andorra.xlsx
Monsif,Chieti,"LAMF, LW, RAMF",26.0,Andorra.xlsx
Álex Ginard,Ranger's,"CF, AMF",22.0,Andorra.xlsx
J. Miranda,Ranger's,"RDMF, LCMF, LW",28.0,Andorra.xlsx
D. Messoussi,Inter Club d'Escaldes,"LAMF, LWF, RWF",22.0,Andorra.xlsx
A. Sans,Inter Club d'Escaldes,"LDMF, RCMF, CF",21.0,Andorra.xlsx
M. Zamora,Ranger's,"CF, RDMF",31.0,Andorra.xlsx
G. Sebastian Noel,Ordino,LB,,Andorra.xlsx
Gerard Gómez,Fursan Hispania,"RCMF, RCB",23.0,Andorra.xlsx
A. Boulanger,Ordino,"LB, LCB",23.0,Andorra.xlsx
Matias Acevedo,Ranger's,GK,36.0,Andorra.xlsx
J. Becerra,Santa Coloma,"CF, AMF",28.0,Andorra.xlsx
Marc Navarro,Atlètic Club d'Escaldes,GK,33.0,Andorra.xlsx
I. Ramos Santana,Ordino,"LDMF, RCMF, LCMF",21.0,Andorra.xlsx
M. Ribeiro,Carroi,"LW, RW, CF",22.0,Andorra.xlsx
L. González,Ranger's,"CF, AMF",26.0,Andorra.xlsx
Afonso Correia,Ordino,"LW, RW, RCMF",24.0,Andorra.xlsx
E. Tame,Ranger's,"RCMF, LCMF",21.0,Andorra.xlsx
O. Ignacio Santillán,Carroi,"LB, RWB, LW",35.0,Andorra.xlsx
A. Casarrubias,Ordino,RCB,21.0,Andorra.xlsx
Marc Pujol,Atlètic Club d'Escaldes,"LCMF, RAMF, LWF",43.0,Andorra.xlsx
Juan Claros,CF Esperanca D'Andorra ,"LB, LDMF",,Andorra.xlsx
A. Lacomba,Ordino,"RDMF, RCB",21.0,Andorra.xlsx
Gerard Estrada,Ranger's,"CF, LDMF, AMF",21.0,Andorra.xlsx
B. Natneal,Penya Encarnada,"RB, LB, RW",21.0,Andorra.xlsx
Alex Massa,CF Esperanca D'Andorra ,"LAMF, RCMF, LW",22.0,Andorra.xlsx
L. Edson Alberto,Carroi,LCB,32.0,Andorra.xlsx
D. Tchamba,Penya Encarnada,"AMF, RW, RAMF",,Andorra.xlsx
L. Lee,Penya Encarnada,RB,22.0,Andorra.xlsx
Alex Heredia,Ordino,GK,19.0,Andorra.xlsx
R. Dos Anjos Rodrigues,Pas de la Casa,DMF,28.0,Andorra.xlsx
Álex Bautista,Llanes,AMF,26.0,Andorra.xlsx
N. Deville,Pas de la Casa,GK,23.0,Andorra.xlsx
M. Mbassy,Pas de la Casa,LCMF,27.0,Andorra.xlsx
C. Santis,Pas de la Casa,CF,33.0,Andorra.xlsx
Diagne,Pas de la Casa,AMF,26.0,Andorra.xlsx
Iván Rodríguez,Ranger's,"RB, RW, LAMF",20.0,Andorra.xlsx
Adri Munoz,Inter Club d'Escaldes,GK,31.0,Andorra.xlsx
Ayman Hansi,Ordino,CF,,Andorra.xlsx
Jordi Rubio,Santa Coloma,RB,38.0,Andorra.xlsx
M. Zuquetti,CF Esperanca D'Andorra ,"LB, LCB",31.0,Andorra.xlsx
Mateu Freixas,UE Santa Coloma,"LCB, LB",27.0,Andorra.xlsx
B. Merinas,Ordino,LDMF,22.0,Andorra.xlsx
Dacu,Inter Club d'Escaldes,LB,24.0,Andorra.xlsx
Uriel,Carroi,RWB,,Andorra.xlsx
Víctor Vázquez,,"RW, LDMF",39.0,Andorra.xlsx
M. Ruiz,CF Esperanca D'Andorra ,"RW, CF, RDMF",43.0,Andorra.xlsx
Luis Machado,Principat,"CF, LWF",33.0,Andorra.xlsx
S. JACOB AARON,Penya Encarnada,CF,21.0,Andorra.xlsx
L. Matias Barbich,Ordino,"LAMF, CF",,Andorra.xlsx
Kevin Olah,Atlètic Club d'Escaldes,"RB, RAMF, LCMF",23.0,Andorra.xlsx
Jota Luz,Ordino,"RCB, LWB",26.0,Andorra.xlsx
O. Fady Said,Carroi,CF,,Andorra.xlsx
M. Guanini,Gimnasia y Tiro,LCB,30.0,Argentina II.xlsx
A. Sosa,Patronato,GK,30.0,Argentina II.xlsx
G. Cepeda,Midland,RCB,25.0,Argentina II.xlsx
M. Leguiza,Midland,GK,32.0,Argentina II.xlsx
E. Bologna,Chacarita Juniors,GK,44.0,Argentina II.xlsx
David Valdez,Chaco For Ever,RCB,33.0,Argentina II.xlsx
N. Galardi,Deportivo Maipú,GK,24.0,Argentina II.xlsx
A. Agüero,Deportivo Maipú,LCB,23.0,Argentina II.xlsx
A. Kippes,Quilmes,"RCB, LCB, CB",32.0,Argentina II.xlsx
L. Acosta,Agropecuario,GK,22.0,Argentina II.xlsx
F. González,Midland,LCB,37.0,Argentina II.xlsx
Y. Bonnin,Deportivo Madryn,GK,35.0,Argentina II.xlsx
F. Meritello,Patronato,"LCB, RCB, CB",30.0,Argentina II.xlsx
A. Rufinetti,Ciudad de Bolívar,GK,26.0,Argentina II.xlsx
D. Sand,San Martín Tucumán,GK,38.0,Argentina II.xlsx
E. Vázquez,Central Norte,GK,25.0,Argentina II.xlsx
K. Ceceri,San Miguel,LCB,30.0,Argentina II.xlsx
Alan Luque,Chaco For Ever,RB,27.0,Argentina II.xlsx
R. Ramírez,Godoy Cruz,GK,29.0,Argentina II.xlsx
F. Monetti,Ferro Carril Oeste,GK,37.0,Argentina II.xlsx
M. Eggel,Deportivo Maipú,"RW, AMF, RAMF",27.0,Argentina II.xlsx
B. Galván,Almirante Brown,GK,32.0,Argentina II.xlsx
M. Benítez,Club Atlético Güemes,LB,35.0,Argentina II.xlsx
L. Finochietto,Club Atlético Güemes,GK,29.0,Argentina II.xlsx
J. Enrico,San Telmo,GK,24.0,Argentina II.xlsx
N. Carrizo,All Boys,GK,34.0,Argentina II.xlsx
M. Bergia,Atlético Rafaela,GK,24.0,Argentina II.xlsx
E. Di Fulvio,Colegiales,GK,31.0,Argentina II.xlsx
F. Malagueño,Colegiales,RB,27.0,Argentina II.xlsx
D. Franco,Los Andes,LCB,34.0,Argentina II.xlsx
B. Aguilar,Tristán Suárez,"CB, RCB",23.0,Argentina II.xlsx
A. Baldi,Tristán Suárez,LCB,24.0,Argentina II.xlsx
J. Bigo,Tristán Suárez,GK,27.0,Argentina II.xlsx
F. Rasmussen,Colón,LCB,34.0,Argentina II.xlsx
A. Medina,Defensores de Belgrano,GK,39.0,Argentina II.xlsx
F. Soloa,Atlético Rafaela,"DMF, LCMF, RCMF",29.0,Argentina II.xlsx
L. Díaz Laharque,Midland,RB,30.0,Argentina II.xlsx
Mariano Monllor,Acassuso,GK,37.0,Argentina II.xlsx
A. Pérez,Defensores de Belgrano,"RCB, LCB",35.0,Argentina II.xlsx
M. Cortave,Almagro,RCB,33.0,Argentina II.xlsx
F. Obradovich,Ferro Carril Oeste Res.,"LCMF, DMF, RCMF",19.0,Argentina II.xlsx
P. Barrios,Colón,RCB,35.0,Argentina II.xlsx
M. Roseti,Midland,"AMF, LW, LAMF",28.0,Argentina II.xlsx
A. Benítez,Defensores de Belgrano,"LAMF, RAMF, LCMF",26.0,Argentina II.xlsx
I. Zafarana,All Boys,"RCB, CB, RB",31.0,Argentina II.xlsx
V. Poggi,Godoy Cruz,"LCMF, LW",23.0,Argentina II.xlsx
J. Velázquez,Chacarita Juniors,RCB,35.0,Argentina II.xlsx
A. Paredes,Ciudad de Bolívar,RB,24.0,Argentina II.xlsx
H. Grana,All Boys,"RB, RCMF",41.0,Argentina II.xlsx
F. Soldano,Patronato,CF,31.0,Argentina II.xlsx
L. Faggioli,Deportivo Maipú,RB,29.0,Argentina II.xlsx
M. Pino,Godoy Cruz,CF,28.0,Argentina II.xlsx
E. Wuattier,Atlético Rafaela,LB,21.0,Argentina II.xlsx
P. Chavarría,Racing Córdoba,CF,38.0,Argentina II.xlsx
M. Melendez,Chacarita Juniors,"RW, RAMF, RCMF",22.0,Argentina II.xlsx
P. Germán,Chaco For Ever,CF,23.0,Argentina II.xlsx
T. Castro Ponce,Atlanta,"LDMF, CB, LCMF",25.0,Argentina II.xlsx
N. Ortiz,Deportivo Madryn,LCB,31.0,Argentina II.xlsx
P. Casarico,Midland,LB,25.0,Argentina II.xlsx
M. Rogoski,Midland,"AMF, RAMF, LW",31.0,Argentina II.xlsx
M. Vallejos,Quilmes,RB,25.0,Argentina II.xlsx
B. Palazzo,Nueva Chicago,RB,25.0,Argentina II.xlsx
M. Rueda,Patronato,RB,28.0,Argentina II.xlsx
N. Violini,Midland,"DMF, RDMF, RCMF",25.0,Argentina II.xlsx
N. Ferreyra,San Martín Tucumán,"RCB, CB",33.0,Argentina II.xlsx
S. Sala,Club Atlético Güemes,"CF, LW, LAMF",24.0,Argentina II.xlsx
G. Baier,Club Atlético Güemes,"RCMF, LCMF, RDMF",27.0,Argentina II.xlsx
J. Salvá,Deportivo Morón,GK,39.0,Argentina II.xlsx
G. Cabral,Almirante Brown,"CB, RCB",40.0,Argentina II.xlsx
M. Álvarez,Gimnasia Jujuy,GK,37.0,Argentina II.xlsx
G. Cosaro,Gimnasia Jujuy,"RCB, LCB",37.0,Argentina II.xlsx
F. Rago,Atlanta,GK,37.0,Argentina II.xlsx
H. Zuliani,San Martín San Juan,LB,23.0,Argentina II.xlsx
J. Lungarzo,San Miguel,GK,33.0,Argentina II.xlsx
M. Lago,Colón,"LW, LWF, LAMF",23.0,Argentina II.xlsx
M. Cocca,San Martín San Juan,LCB,23.0,Argentina II.xlsx
V. Aguiñagalde,Temperley,LCB,21.0,Argentina II.xlsx
L. Gordillo,Gimnasia y Tiro,CF,27.0,Argentina II.xlsx
N. Fernández,Tristán Suárez,"LB, LWB",30.0,Argentina II.xlsx
M. García,Atlanta,"RB, LB",27.0,Argentina II.xlsx
J. Gobetto,Deportivo Maipú,"LCMF, LAMF, AMF",30.0,Argentina II.xlsx
E. Navarro,Ciudad de Bolívar,RCB,24.0,Argentina II.xlsx
E. González,Almagro,GK,27.0,Argentina II.xlsx
M. Asenjo,Los Andes,CF,31.0,Argentina II.xlsx
J. Benítez,Estudiantes Caseros,"RCB, CB, LCB",31.0,Argentina II.xlsx
F. Saccone,Deportivo Maipú,"LW, RAMF, LAMF",24.0,Argentina II.xlsx
N. Del Priore,Tristán Suárez,"RCMF, LCMF",29.0,Argentina II.xlsx
E. Ozuna,Ferro Carril Oeste,LB,30.0,Argentina II.xlsx
N. Solís,Deportivo Madryn,"LW, CF, RW",32.0,Argentina II.xlsx
F. Bravo,Patronato,"RCMF, DMF, LCMF",32.0,Argentina II.xlsx
L. Arnijas,Deportivo Maipú,RCB,23.0,Argentina II.xlsx
R. Uriburu,San Telmo,RCMF,22.0,Argentina II.xlsx
N. Yeri,Ciudad de Bolívar,"RCMF, RDMF",34.0,Argentina II.xlsx
M. Bonfigli,Deportivo Maipú,"RCMF, RDMF",22.0,Argentina II.xlsx
J. Marchioni,Almagro,"DMF, LCMF, LDMF",33.0,Argentina II.xlsx
J. Morán,Godoy Cruz,"LB, LWB",19.0,Argentina II.xlsx
L. Córdoba,Racing Córdoba,"RW, RAMF, CF",21.0,Argentina II.xlsx
M. Olguín,Tristán Suárez,"RCB, RB",25.0,Argentina II.xlsx
L. Angelini,Temperley,LB,31.0,Argentina II.xlsx
H. Soria,Gimnasia Jujuy,"RCMF, RDMF, DMF",36.0,Argentina II.xlsx
Nicolás Caprio,Chaco For Ever,GK,37.0,Argentina II.xlsx
A. Sosa,Deportivo Madryn,RB,25.0,Argentina II.xlsx
J. Livera,Deportivo Morón,LB,26.0,Argentina II.xlsx
F. Vázquez,Deportivo Morón,LCB,21.0,Argentina II.xlsx
M. Mendoza,Godoy Cruz,RCB,21.0,Argentina II.xlsx
J. De La Reta,Deportivo Maipú,LB,21.0,Argentina II.xlsx
T. Ortega,Quilmes,LB,25.0,Argentina II.xlsx
Nazareno Fúnez,San Martín San Juan,CF,25.0,Argentina II.xlsx
W. Montoya,Gimnasia y Tiro,"RCMF, LCMF, CF",32.0,Argentina II.xlsx
Á. Cuello,Chacarita Juniors,"LCMF, DMF",31.0,Argentina II.xlsx
S. Rinaudo,Racing Córdoba,RB,28.0,Argentina II.xlsx
F. Ponce,Atlético Rafaela,LCB,33.0,Argentina II.xlsx
A. Quintana,Atlanta,CF,34.0,Argentina II.xlsx
L. Pollacchi,San Telmo,RCB,23.0,Argentina II.xlsx
A. Ruiz,Acassuso,LB,26.0,Argentina II.xlsx
E. Martínez,Ciudad de Bolívar,LCB,32.0,Argentina II.xlsx
A. Lavezzi,Quilmes,CF,30.0,Argentina II.xlsx
D. Magallanes,Defensores de Belgrano,RB,29.0,Argentina II.xlsx
A. Bonansea,Colón,CF,30.0,Argentina II.xlsx
A. Olinick,Racing Córdoba,"RCMF, RDMF, LDMF",25.0,Argentina II.xlsx
J. Ghirardello,Acassuso,LCB,30.0,Argentina II.xlsx
I. Antonio,Colón,"LCMF, LDMF",31.0,Argentina II.xlsx
B. Salvareschi,Deportivo Morón,RCB,27.0,Argentina II.xlsx
L. Diarte,San Martín Tucumán,LB,32.0,Argentina II.xlsx
E. Parnisari,San Martín Tucumán,"LCB, RCB",35.0,Argentina II.xlsx
M. Sanchez,Racing Córdoba,LCB,26.0,Argentina II.xlsx
J. De Tomasso,Defensores de Belgrano,"DMF, RCB, LDMF",32.0,Argentina II.xlsx
S. López,Los Andes,GK,40.0,Argentina II.xlsx
I. Ramírez,San Miguel,"LCMF, RCMF",36.0,Argentina II.xlsx
A. Tabares,All Boys,"LB, LCB",24.0,Argentina II.xlsx
Mathías Silvera,Chaco For Ever,"LCB, LB",27.0,Argentina II.xlsx
E. Méndez,Nueva Chicago,"DMF, RCB, RDMF",37.0,Argentina II.xlsx
A. Lamosa,Central Norte,"RCB, RB",24.0,Argentina II.xlsx
A. Hermoso,Acassuso,"LW, LAMF",23.0,Argentina II.xlsx
A. Aguirre,Agropecuario,LCB,32.0,Argentina II.xlsx
M. Machado,Club Atlético Mitre,CF,25.0,Argentina II.xlsx
N. Campisi,Estudiantes Caseros,GK,29.0,Argentina II.xlsx
S. Apa,All Boys,CF,26.0,Argentina II.xlsx
G. Mansilla,Deportivo Maipú,"DMF, LDMF",28.0,Argentina II.xlsx
T. Pozzo,Godoy Cruz,"RW, RAMF",25.0,Argentina II.xlsx
F. Marín,Colegiales,"DMF, RCMF, LCMF",28.0,Argentina II.xlsx
B. Olivera,Racing Córdoba,GK,32.0,Argentina II.xlsx
B. Blando,Agropecuario,"CF, RWF",31.0,Argentina II.xlsx
B. Nasta,San Miguel,CF,33.0,Argentina II.xlsx
N. Pelaitay,San Martín San Juan,"DMF, RDMF, LDMF",33.0,Argentina II.xlsx
A. Domínguez,Quilmes,CF,29.0,Argentina II.xlsx
S. González,San Martín San Juan,"AMF, CF, LCMF",34.0,Argentina II.xlsx
I. Antunes,Club Atlético Mitre,"RB, RCB",28.0,Argentina II.xlsx
F. Rojas,Gimnasia y Tiro,"RW, CF, RAMF",25.0,Argentina II.xlsx
D. Rostagno,Estudiantes Caseros,CF,24.0,Argentina II.xlsx
A. Murillo,San Martín San Juan,"RB, RCMF",29.0,Argentina II.xlsx
F. Ardiles,Estudiantes Caseros,"RW, RWB, RB",27.0,Argentina II.xlsx
M. Oses,San Miguel,"LW, RW, CF",20.0,Argentina II.xlsx
G. Soto,Gimnasia y Tiro,RCB,36.0,Argentina II.xlsx
